order_id,date_commande,pays,ville,canal_vente,segment_client,categorie_produit,produit,quantite,prix_unitaire_fcfa,remise_pourcentage,chiffre_affaires_fcfa,cout_fcfa,profit_fcfa,methode_paiement,campagne_marketing,satisfaction_client
CMD-101183,2025-02-24,RDC,Kinshasa,Boutique physique,PME,Mode,Chemise homme,6,16339,15,83329,56486,26843,Espèces,Soldes Ramadan,4.5
CMD-101184,2026-01-18,RDC,Kinshasa,WhatsApp Business,Grande entreprise,Mode,Chaussures Nike,8,59936,0,479488,325196,154292,Mobile Money,Promo WhatsApp,3.2
CMD-101185,2025-07-13,RDC,Goma,Instagram,Particulier,Électroménager,Ventilateur Binatone,1,27460,10,24714,18778,5936,Mobile Money,Soldes Ramadan,3.4
CMD-101186,2026-03-03,Cameroun,Douala,Site web,Grande entreprise,Alimentation,Lait en poudre,2,6665,5,12664,7904,4760,Mobile Money,Fête de fin d'année,3.8
CMD-101187,2023-03-23,Tchad,N'Djamena,Facebook,PME,Alimentation,Lait en poudre,3,7316,0,21948,17129,4819,Mobile Money,Soldes Ramadan,3.6
CMD-101188,2023-12-28,Cameroun,Douala,Boutique physique,PME,Électroménager,Ventilateur Binatone,8,26943,5,204767,155510,49257,Carte bancaire,Black Friday,4.5
CMD-101189,2023-08-26,Gabon,Franceville,WhatsApp Business,Particulier,Alimentation,Lait en poudre,4,7009,15,23831,19207,4624,Mobile Money,Promo WhatsApp,3.2
CMD-101190,2026-01-18,RDC,Goma,Instagram,Particulier,Mode,Chaussures Nike,12,56721,15,578555,375735,202820,Espèces,Promo WhatsApp,3.2
CMD-101191,2025-04-01,Tchad,Sarh,WhatsApp Business,Particulier,Mode,Chaussures Nike,2,50699,15,86189,55726,30463,Mobile Money,Promo rentrée,4.0
CMD-101192,2025-02-03,Cameroun,Douala,Instagram,Particulier,Alimentation,Huile 5L,11,9016,15,84300,69046,15254,Carte bancaire,Aucune campagne,4.1
CMD-101193,2025-03-11,RDC,Kinshasa,Boutique physique,Grande entreprise,Alimentation,Riz 25kg,4,22814,0,91256,53473,37783,Mobile Money,Promo rentrée,3.0
CMD-101194,2024-05-14,Tchad,Sarh,WhatsApp Business,Particulier,Informatique,HP EliteBook,5,425636,0,2128180,1354103,774077,Virement bancaire,Promo WhatsApp,4.7
CMD-101195,2023-05-26,RDC,Lubumbashi,WhatsApp Business,Grande entreprise,Téléphones,Tecno Spark 20,7,88251,15,525094,365559,159535,Carte bancaire,Campagne Facebook Ads,3.3
CMD-101196,2025-01-10,Guinée équatoriale,Malabo,Facebook,PME,Mode,Chaussures Nike,10,51765,15,440003,331507,108496,Mobile Money,Campagne Facebook Ads,4.9
CMD-101197,2025-03-11,RDC,Kinshasa,WhatsApp Business,Grande entreprise,Informatique,Clé USB 64GB,1,8533,15,7254,5812,1442,Carte bancaire,Promo WhatsApp,3.9
CMD-101198,2023-06-03,Tchad,Sarh,Boutique physique,PME,Mode,Sac à main,4,33591,0,134364,91935,42429,Mobile Money,Aucune campagne,3.9
CMD-101199,2024-11-30,Congo,Brazzaville,Site web,Grande entreprise,Téléphones,iPhone 13,5,519124,5,2465839,1789077,676762,Espèces,Fête de fin d'année,3.6
CMD-101200,2026-02-21,Guinée équatoriale,Bata,Site web,Grande entreprise,Alimentation,Lait en poudre,7,7080,15,42126,29874,12252,Carte bancaire,Promo WhatsApp,4.8
CMD-101201,2024-07-03,Gabon,Libreville,Facebook,Grande entreprise,Mode,Chemise homme,9,18526,15,141724,80356,61368,Carte bancaire,Fête de fin d'année,4.9
CMD-101202,2025-11-26,Gabon,Libreville,Facebook,PME,Alimentation,Huile 5L,6,10859,0,65154,50360,14794,Virement bancaire,Soldes Ramadan,4.4
CMD-101203,2025-01-10,RCA,Bangui,Site web,PME,Alimentation,Huile 5L,13,10378,0,134914,81122,53792,Carte bancaire,Campagne Facebook Ads,4.4
CMD-101204,2024-11-21,RDC,Lubumbashi,Revendeur,PME,Téléphones,iPhone 13,11,500113,10,4951119,3779115,1172004,Espèces,Black Friday,3.4
CMD-101205,2024-06-01,RDC,Matadi,Instagram,Grande entreprise,Informatique,Clé USB 64GB,9,8868,0,79812,56955,22857,Virement bancaire,Promo rentrée,3.2
CMD-101206,2024-07-21,Congo,Brazzaville,Instagram,Particulier,Informatique,Clé USB 64GB,8,10203,10,73462,51979,21483,Espèces,Promo rentrée,4.0
CMD-101207,2024-01-06,RDC,Matadi,Boutique physique,Particulier,Alimentation,Riz 25kg,8,24223,0,193784,112830,80954,Mobile Money,Fête de fin d'année,3.2
CMD-101208,2026-03-06,Congo,Dolisie,Boutique physique,PME,Électroménager,Réfrigérateur LG,15,456017,5,6498243,3933523,2564720,Espèces,Fête de fin d'année,3.1
CMD-101209,2024-12-25,RDC,Lubumbashi,WhatsApp Business,Particulier,Électroménager,Mixeur Moulinex,10,36782,0,367820,294447,73373,Espèces,Campagne Facebook Ads,4.7
CMD-101210,2024-07-06,Cameroun,Yaoundé,Boutique physique,Particulier,Mode,Sac à main,9,33730,0,303570,174436,129134,Carte bancaire,Campagne Facebook Ads,4.6
CMD-101211,2024-07-26,RDC,Lubumbashi,WhatsApp Business,Grande entreprise,Électroménager,Ventilateur Binatone,10,26359,0,263590,210281,53309,Espèces,Promo WhatsApp,3.2
CMD-101212,2025-06-28,Tchad,Sarh,Revendeur,PME,Mode,Montre connectée,4,45986,0,183944,121459,62485,Virement bancaire,Promo rentrée,3.9
CMD-101213,2023-02-12,Tchad,Moundou,Site web,PME,Électroménager,Ventilateur Binatone,7,30727,10,193581,124359,69222,Virement bancaire,Aucune campagne,4.0
CMD-101214,2025-04-07,Cameroun,Garoua,Facebook,PME,Électroménager,Réfrigérateur LG,10,465878,15,3959963,2581774,1378189,Virement bancaire,Fête de fin d'année,3.4
CMD-101215,2026-02-27,Cameroun,Garoua,Revendeur,Particulier,Électroménager,Ventilateur Binatone,10,31344,0,313440,230489,82951,Virement bancaire,Soldes Ramadan,3.5
CMD-101216,2025-07-01,Guinée équatoriale,Malabo,Boutique physique,PME,Mode,Chemise homme,6,17914,5,102110,68188,33922,Espèces,Fête de fin d'année,4.8
CMD-101217,2025-11-25,Cameroun,Garoua,WhatsApp Business,Particulier,Informatique,Imprimante Canon,8,112742,0,901936,703947,197989,Virement bancaire,Fête de fin d'année,4.2
CMD-101218,2023-06-12,Congo,Brazzaville,Facebook,PME,Téléphones,Tecno Spark 20,2,89578,10,161241,90862,70379,Carte bancaire,Fête de fin d'année,4.1
CMD-101219,2024-04-19,Cameroun,Bafoussam,Site web,Particulier,Informatique,Dell Latitude,4,420993,0,1683972,1162845,521127,Carte bancaire,Fête de fin d'année,4.7
CMD-101220,2023-06-07,Tchad,Moundou,Boutique physique,PME,Mode,Sac à main,4,28937,0,115748,82494,33254,Carte bancaire,Aucune campagne,3.1
CMD-101221,2024-05-18,Congo,Nkayi,Facebook,Particulier,Alimentation,Boisson gazeuse,12,3306,10,35705,28624,7081,Espèces,Aucune campagne,4.6
CMD-101222,2023-09-28,Guinée équatoriale,Malabo,Site web,PME,Alimentation,Riz 25kg,7,22409,0,156863,106141,50722,Espèces,Promo WhatsApp,3.5
CMD-101223,2023-03-28,Cameroun,Bafoussam,Instagram,Particulier,Électroménager,Réfrigérateur LG,12,404062,15,4121433,2941148,1180285,Mobile Money,Fête de fin d'année,3.1
CMD-101224,2024-12-25,RDC,Matadi,Site web,Grande entreprise,Mode,Montre connectée,15,49500,15,631125,507858,123267,Virement bancaire,Campagne Facebook Ads,4.6
CMD-101225,2024-02-28,Gabon,Franceville,Facebook,PME,Mode,Sac à main,9,35663,0,320967,246280,74687,Mobile Money,Aucune campagne,3.1
CMD-101226,2023-02-02,RDC,Matadi,Revendeur,Particulier,Mode,Chemise homme,6,16307,5,92950,56109,36841,Virement bancaire,Campagne Facebook Ads,3.4
CMD-101227,2025-06-18,Tchad,Sarh,Instagram,PME,Électroménager,Télévision Hisense 43,7,221058,0,1547406,1227303,320103,Virement bancaire,Fête de fin d'année,3.5
CMD-101228,2023-07-27,Cameroun,Bafoussam,Boutique physique,PME,Électroménager,Ventilateur Binatone,1,26917,0,26917,21323,5594,Virement bancaire,Promo WhatsApp,3.6
CMD-101229,2025-09-08,RCA,Berbérati,Facebook,Particulier,Téléphones,iPhone 13,6,574742,10,3103607,2106787,996820,Espèces,Aucune campagne,3.1
CMD-101230,2025-11-09,Cameroun,Douala,Site web,PME,Téléphones,Tecno Spark 20,12,91610,0,1099320,622401,476919,Mobile Money,Promo WhatsApp,3.4
CMD-101231,2025-11-24,RDC,Goma,Instagram,PME,Alimentation,Lait en poudre,6,6860,0,41160,26727,14433,Virement bancaire,Campagne Facebook Ads,4.2
CMD-101232,2025-06-19,Tchad,N'Djamena,Revendeur,PME,Alimentation,Riz 25kg,3,27197,5,77512,49541,27971,Carte bancaire,Black Friday,4.5
CMD-101233,2023-01-25,Guinée équatoriale,Malabo,WhatsApp Business,PME,Téléphones,Redmi Note 13,5,139803,0,699015,392765,306250,Carte bancaire,Promo WhatsApp,4.9
CMD-101234,2023-03-18,Guinée équatoriale,Malabo,Instagram,Particulier,Mode,Chemise homme,15,17147,0,257205,152809,104396,Carte bancaire,Promo WhatsApp,3.5
CMD-101235,2025-02-01,Cameroun,Bafoussam,Facebook,Grande entreprise,Téléphones,Samsung Galaxy A15,11,96415,0,1060565,759932,300633,Espèces,Soldes Ramadan,4.7
CMD-101236,2024-07-25,RCA,Berbérati,WhatsApp Business,Particulier,Alimentation,Huile 5L,11,10169,15,95081,67435,27646,Mobile Money,Promo WhatsApp,4.6
CMD-101237,2026-04-26,RDC,Goma,Facebook,Particulier,Informatique,Imprimante Canon,8,137182,5,1042584,587858,454726,Carte bancaire,Aucune campagne,3.6
CMD-101238,2025-11-01,Cameroun,Yaoundé,Revendeur,PME,Électroménager,Ventilateur Binatone,15,26272,0,394080,290946,103134,Virement bancaire,Aucune campagne,3.7
CMD-101239,2024-10-04,Gabon,Port-Gentil,Boutique physique,PME,Téléphones,Tecno Spark 20,3,89739,15,228835,129956,98879,Virement bancaire,Campagne Facebook Ads,4.9
CMD-101240,2024-04-27,RDC,Lubumbashi,Instagram,PME,Mode,Montre connectée,1,47205,0,47205,27469,19736,Carte bancaire,Promo WhatsApp,4.0
CMD-101241,2024-10-31,RDC,Lubumbashi,Boutique physique,Particulier,Informatique,Dell Latitude,10,462475,0,4624750,2742392,1882358,Mobile Money,Promo rentrée,4.2
CMD-101242,2023-04-16,Guinée équatoriale,Malabo,WhatsApp Business,Particulier,Électroménager,Ventilateur Binatone,8,31476,15,214037,155166,58871,Carte bancaire,Fête de fin d'année,3.0
CMD-101243,2023-03-21,Guinée équatoriale,Bata,Boutique physique,Particulier,Informatique,HP EliteBook,1,357696,0,357696,228617,129079,Mobile Money,Campagne Facebook Ads,5.0
CMD-101244,2025-12-13,Cameroun,Yaoundé,Site web,PME,Mode,Montre connectée,2,46407,0,92814,66470,26344,Carte bancaire,Promo rentrée,3.1
CMD-101245,2025-03-16,RDC,Goma,Revendeur,Particulier,Électroménager,Réfrigérateur LG,8,441680,15,3003424,1881940,1121484,Virement bancaire,Campagne Facebook Ads,4.7
CMD-101246,2024-04-26,RDC,Goma,Facebook,Grande entreprise,Alimentation,Boisson gazeuse,5,3721,5,17675,11715,5960,Espèces,Black Friday,4.6
CMD-101247,2023-10-30,Cameroun,Bafoussam,Instagram,Particulier,Électroménager,Mixeur Moulinex,1,32195,10,28976,22783,6193,Carte bancaire,Soldes Ramadan,3.2
CMD-101248,2023-09-09,Congo,Dolisie,Revendeur,Grande entreprise,Informatique,Imprimante Canon,10,115177,5,1094182,730410,363772,Espèces,Soldes Ramadan,4.9
CMD-101249,2023-03-06,Cameroun,Bafoussam,Facebook,PME,Téléphones,iPhone 13,3,518803,0,1556409,883783,672626,Carte bancaire,Campagne Facebook Ads,4.7
CMD-101250,2025-05-14,RDC,Matadi,Site web,Grande entreprise,Mode,Chemise homme,8,16798,0,134384,100952,33432,Carte bancaire,Promo rentrée,4.3
CMD-101251,2023-10-15,Guinée équatoriale,Malabo,Site web,PME,Informatique,Clé USB 64GB,2,9195,0,18390,10850,7540,Espèces,Black Friday,3.5
CMD-101252,2025-02-02,RCA,Bangui,Boutique physique,PME,Mode,Chaussures Nike,13,49626,0,645138,478736,166402,Carte bancaire,Black Friday,3.7
CMD-101253,2024-02-07,Cameroun,Garoua,Revendeur,Particulier,Alimentation,Boisson gazeuse,9,3491,10,28278,23139,5139,Virement bancaire,Soldes Ramadan,3.9
CMD-101254,2023-05-09,Tchad,Sarh,Instagram,PME,Informatique,Clé USB 64GB,1,8740,0,8740,5768,2972,Carte bancaire,Fête de fin d'année,3.9
CMD-101255,2026-04-01,Guinée équatoriale,Malabo,Facebook,Particulier,Mode,Chemise homme,5,20211,0,101055,77864,23191,Carte bancaire,Promo rentrée,3.5
CMD-101256,2024-07-14,Cameroun,Bafoussam,Site web,PME,Électroménager,Ventilateur Binatone,1,28210,0,28210,21627,6583,Mobile Money,Aucune campagne,4.1
CMD-101257,2026-02-05,Guinée équatoriale,Bata,Boutique physique,Particulier,Alimentation,Riz 25kg,8,27533,0,220264,152908,67356,Virement bancaire,Aucune campagne,3.6
CMD-101258,2024-05-17,RCA,Berbérati,Boutique physique,Particulier,Électroménager,Mixeur Moulinex,1,37494,0,37494,23950,13544,Carte bancaire,Soldes Ramadan,4.9
CMD-101259,2024-02-22,RCA,Berbérati,Facebook,Particulier,Électroménager,Télévision Hisense 43,11,221782,0,2439602,1938526,501076,Espèces,Fête de fin d'année,4.5
CMD-101260,2023-01-07,Tchad,Sarh,Boutique physique,PME,Alimentation,Riz 25kg,2,27496,0,54992,42911,12081,Carte bancaire,Promo rentrée,4.9
CMD-101261,2023-09-08,Guinée équatoriale,Bata,Site web,PME,Informatique,HP EliteBook,9,414769,10,3359629,2269866,1089763,Mobile Money,Fête de fin d'année,4.0
CMD-101262,2023-02-07,Guinée équatoriale,Malabo,Site web,Particulier,Informatique,Dell Latitude,7,462693,10,2914966,2346938,568028,Mobile Money,Black Friday,4.8
CMD-101263,2024-11-27,Cameroun,Garoua,Instagram,Particulier,Électroménager,Mixeur Moulinex,8,40172,15,273170,176160,97010,Virement bancaire,Black Friday,4.7
CMD-101264,2024-04-09,Cameroun,Yaoundé,Instagram,Grande entreprise,Alimentation,Lait en poudre,13,6802,15,75163,42697,32466,Virement bancaire,Promo WhatsApp,4.7
CMD-101265,2026-03-15,Gabon,Franceville,Revendeur,PME,Informatique,Dell Latitude,15,382406,5,5449286,3273831,2175455,Espèces,Promo WhatsApp,3.7
CMD-101266,2026-02-23,RCA,Bangui,Site web,Particulier,Informatique,Clé USB 64GB,2,8401,0,16802,11938,4864,Virement bancaire,Promo WhatsApp,4.5
CMD-101267,2024-10-01,Tchad,Sarh,Instagram,PME,Informatique,HP EliteBook,10,419028,15,3561738,2263869,1297869,Mobile Money,Campagne Facebook Ads,4.1
CMD-101268,2024-07-28,Congo,Pointe-Noire,Instagram,Particulier,Informatique,Dell Latitude,12,405119,5,4618357,3786155,832202,Espèces,Promo rentrée,3.7
CMD-101269,2023-07-10,RDC,Goma,Site web,Grande entreprise,Informatique,Clé USB 64GB,1,8158,0,8158,5208,2950,Mobile Money,Fête de fin d'année,4.7
CMD-101270,2026-04-07,Congo,Pointe-Noire,WhatsApp Business,Particulier,Informatique,Imprimante Canon,6,134652,0,807912,570087,237825,Espèces,Fête de fin d'année,4.6
CMD-101271,2025-04-06,Guinée équatoriale,Malabo,Boutique physique,PME,Alimentation,Boisson gazeuse,15,3633,0,54495,31450,23045,Virement bancaire,Promo rentrée,4.5
CMD-101272,2025-09-03,RCA,Berbérati,Facebook,PME,Informatique,HP EliteBook,3,348531,10,941034,518587,422447,Mobile Money,Fête de fin d'année,3.1
CMD-101273,2023-08-01,Cameroun,Yaoundé,Boutique physique,PME,Téléphones,iPhone 13,3,492066,10,1328579,982070,346509,Carte bancaire,Soldes Ramadan,4.3
CMD-101274,2026-03-27,RCA,Bangui,WhatsApp Business,PME,Électroménager,Mixeur Moulinex,7,31546,10,198740,156263,42477,Carte bancaire,Promo rentrée,4.6
CMD-101275,2025-04-08,RDC,Lubumbashi,Instagram,Grande entreprise,Alimentation,Lait en poudre,4,7190,0,28760,18491,10269,Espèces,Fête de fin d'année,4.9
CMD-101276,2025-04-10,Cameroun,Douala,Revendeur,PME,Mode,Chemise homme,11,18923,0,208153,169438,38715,Carte bancaire,Aucune campagne,4.2
CMD-101277,2023-05-28,Cameroun,Douala,WhatsApp Business,Particulier,Électroménager,Mixeur Moulinex,12,31851,0,382212,287086,95126,Espèces,Promo rentrée,4.4
CMD-101278,2024-02-27,Tchad,N'Djamena,WhatsApp Business,Grande entreprise,Électroménager,Réfrigérateur LG,14,451103,5,5999670,3473073,2526597,Mobile Money,Campagne Facebook Ads,3.9
CMD-101279,2024-02-17,Gabon,Port-Gentil,WhatsApp Business,Particulier,Mode,Montre connectée,11,49426,0,543686,364118,179568,Virement bancaire,Fête de fin d'année,4.7
CMD-101280,2025-08-07,Cameroun,Yaoundé,Boutique physique,Grande entreprise,Mode,Montre connectée,5,48449,0,242245,133434,108811,Virement bancaire,Aucune campagne,3.3
CMD-101281,2025-05-22,Gabon,Libreville,Instagram,Grande entreprise,Mode,Chaussures Nike,15,53449,0,801735,501419,300316,Mobile Money,Aucune campagne,4.5
CMD-101282,2025-03-10,RDC,Goma,Instagram,Particulier,Informatique,Dell Latitude,8,399097,0,3192776,2479689,713087,Virement bancaire,Black Friday,3.5
CMD-101283,2023-10-24,Congo,Brazzaville,Revendeur,PME,Mode,Montre connectée,4,55037,10,198134,136240,61894,Espèces,Soldes Ramadan,3.2
CMD-101284,2023-08-08,Congo,Dolisie,Facebook,PME,Alimentation,Boisson gazeuse,12,3503,0,42036,29556,12480,Carte bancaire,Campagne Facebook Ads,3.5
CMD-101285,2026-02-08,RCA,Bangui,Facebook,Particulier,Mode,Chaussures Nike,3,62681,0,188043,142441,45602,Virement bancaire,Black Friday,3.8
CMD-101286,2025-04-03,Cameroun,Douala,Site web,Grande entreprise,Informatique,Clé USB 64GB,5,9666,0,48330,34230,14100,Espèces,Promo rentrée,4.3
CMD-101287,2024-12-31,RDC,Matadi,WhatsApp Business,Grande entreprise,Alimentation,Huile 5L,15,9131,0,136965,107052,29913,Espèces,Promo WhatsApp,3.9
CMD-101288,2024-04-18,Cameroun,Bafoussam,Boutique physique,Particulier,Alimentation,Riz 25kg,12,22057,10,238216,188643,49573,Virement bancaire,Promo WhatsApp,3.8
CMD-101289,2023-10-05,Tchad,Sarh,WhatsApp Business,Particulier,Téléphones,Samsung Galaxy A15,11,109007,10,1079170,722122,357048,Espèces,Promo rentrée,3.4
CMD-101290,2025-07-10,Congo,Dolisie,Boutique physique,PME,Téléphones,Redmi Note 13,2,160696,15,273184,193668,79516,Carte bancaire,Aucune campagne,4.8
CMD-101291,2023-01-14,Congo,Pointe-Noire,Instagram,Particulier,Informatique,Dell Latitude,1,427981,0,427981,297913,130068,Virement bancaire,Fête de fin d'année,4.9
CMD-101292,2024-12-15,Congo,Pointe-Noire,Instagram,Grande entreprise,Alimentation,Huile 5L,15,9917,0,148755,98969,49786,Carte bancaire,Promo rentrée,4.9
CMD-101293,2024-04-24,RCA,Bangui,Revendeur,Particulier,Alimentation,Riz 25kg,11,23251,0,255761,197453,58308,Carte bancaire,Campagne Facebook Ads,4.5
CMD-101294,2023-10-03,Cameroun,Yaoundé,Revendeur,Grande entreprise,Électroménager,Télévision Hisense 43,8,210523,5,1599975,977454,622521,Carte bancaire,Fête de fin d'année,3.1
CMD-101295,2023-01-16,RCA,Berbérati,Boutique physique,Grande entreprise,Mode,Sac à main,12,29306,0,351672,238400,113272,Carte bancaire,Soldes Ramadan,3.3
CMD-101296,2023-08-11,Guinée équatoriale,Bata,Revendeur,Particulier,Téléphones,Samsung Galaxy A15,13,89241,0,1160133,686229,473904,Espèces,Soldes Ramadan,3.9
CMD-101297,2026-03-07,Tchad,Sarh,Instagram,PME,Alimentation,Boisson gazeuse,15,3546,10,47871,33216,14655,Carte bancaire,Aucune campagne,3.4
CMD-101298,2023-02-11,Guinée équatoriale,Bata,Facebook,PME,Informatique,Imprimante Canon,5,126188,15,536299,410559,125740,Virement bancaire,Promo rentrée,3.4
CMD-101299,2023-08-20,Guinée équatoriale,Malabo,Instagram,Grande entreprise,Électroménager,Réfrigérateur LG,4,455385,10,1639386,1321971,317415,Carte bancaire,Promo rentrée,4.1
CMD-101300,2026-01-18,Tchad,N'Djamena,WhatsApp Business,Grande entreprise,Alimentation,Huile 5L,13,8850,0,115050,79070,35980,Mobile Money,Fête de fin d'année,4.8
CMD-101301,2023-04-01,Tchad,Sarh,WhatsApp Business,Particulier,Téléphones,iPhone 13,5,511169,0,2555845,1977175,578670,Carte bancaire,Soldes Ramadan,3.9
CMD-101302,2026-01-24,RCA,Bangui,Facebook,PME,Alimentation,Huile 5L,10,9600,5,91200,67911,23289,Carte bancaire,Soldes Ramadan,3.2
CMD-101303,2023-02-19,Gabon,Port-Gentil,Revendeur,Particulier,Téléphones,Samsung Galaxy A15,13,85773,0,1115049,846692,268357,Mobile Money,Fête de fin d'année,4.7
CMD-101304,2026-01-08,Cameroun,Douala,Boutique physique,Grande entreprise,Téléphones,Tecno Spark 20,8,96753,0,774024,517453,256571,Mobile Money,Soldes Ramadan,4.3
CMD-101305,2024-08-21,Cameroun,Garoua,Boutique physique,Grande entreprise,Informatique,Clé USB 64GB,11,8359,10,82755,59940,22815,Carte bancaire,Aucune campagne,3.5
CMD-101306,2024-08-14,RCA,Berbérati,Boutique physique,PME,Informatique,Clé USB 64GB,9,10148,0,91332,53945,37387,Virement bancaire,Promo WhatsApp,4.0
CMD-101307,2024-05-18,Congo,Nkayi,Revendeur,PME,Mode,Chaussures Nike,1,57739,0,57739,42077,15662,Mobile Money,Fête de fin d'année,3.8
CMD-101308,2023-11-02,RCA,Berbérati,Site web,Particulier,Alimentation,Huile 5L,7,9447,0,66129,40581,25548,Espèces,Fête de fin d'année,4.6
CMD-101309,2023-03-27,RCA,Bangui,Boutique physique,Grande entreprise,Informatique,Imprimante Canon,14,113107,10,1425149,928253,496896,Virement bancaire,Promo rentrée,4.1
CMD-101310,2024-12-28,RDC,Lubumbashi,Boutique physique,Grande entreprise,Électroménager,Ventilateur Binatone,10,31192,10,280728,189268,91460,Carte bancaire,Black Friday,4.6
CMD-101311,2025-12-18,Congo,Pointe-Noire,Site web,Grande entreprise,Informatique,HP EliteBook,15,353628,5,5039199,3115535,1923664,Mobile Money,Fête de fin d'année,3.2
CMD-101312,2025-02-13,RCA,Berbérati,WhatsApp Business,Grande entreprise,Électroménager,Ventilateur Binatone,8,31363,0,250904,172930,77974,Mobile Money,Promo WhatsApp,4.4
CMD-101313,2023-12-16,Gabon,Libreville,Revendeur,Grande entreprise,Électroménager,Réfrigérateur LG,3,451147,10,1218097,892906,325191,Espèces,Promo WhatsApp,4.0
CMD-101314,2025-12-18,Gabon,Libreville,Boutique physique,PME,Téléphones,Tecno Spark 20,15,85420,15,1089105,637385,451720,Espèces,Promo rentrée,3.9
